id,label,category,type,description,url,ia,acceso,subcategoria,sector,fecha,source_file,extra
tool_101,Urban Wind ML (SUS Lab),herramientas,Framework académico,"Modelo de machine learning de acceso abierto para predicción de viento urbano en tiempo real. SSIM 0.96–1.00, R² 0.95. Se publicará como plugin gratuito para AEC.",https://www.linkedin.com/feed/update/urn:li:activity:7448757195875422208,Sí,En desarrollo,Simulación ambiental|IA / Machine Learning|Microclima urbano,,2026-04-22,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""https://www.linkedin.com/feed/update/urn:li:activity:7448757195875422208"", ""imagen"": """"}"
tool_102,TerraBit,herramientas,Herramienta nueva,"App de visualización geoespacial de Taylor Geospatial, ahora open source. Incluye skill geospatial-frontend (SKILL.md) extraído de conversaciones con Claude.",https://www.linkedin.com/feed/update/urn:li:activity:7448064352378597376,Sí,Libre acceso,Teledetección|Visualización,,2026-04-22,tools,"{""categoria"": ""Análisis"", ""linkType"": ""github"", ""link"": ""https://lnkd.in/g-fVaAzC"", ""imagen"": """"}"
tool_103,LandArchGrade,herramientas,Herramienta nueva,Plugin Rhino para grading paisajista con motor geométrico propio enfocado a velocidad y triangulación de terreno. Versión Beta disponible; release completa en mayo.,https://www.linkedin.com/feed/update/urn:li:activity:7447176688297328640,No,Mixto,Diseño paramétrico|Generación CAD,,2026-04-22,tools,"{""categoria"": ""Generación"", ""linkType"": ""website"", ""link"": ""https://lnkd.in/e2B-ZSbQ"", ""imagen"": """"}"
tool_104,geofiles.cloud,herramientas,Herramienta nueva,Pipeline 'any-to-pmtiles-to-url': se sube un archivo geoespacial en cualquier formato y se obtiene un mapa interactivo compartible mediante enlace.,https://www.linkedin.com/feed/update/urn:li:activity:7445747118868393984,No,Libre acceso,Infraestructura de datos|Visualización,,2026-04-22,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""https://geofiles.cloud"", ""imagen"": """"}"
tool_105,Visibility Manager (Fennec),herramientas,Complemento,"Componente Grasshopper para gestionar visibilidad de objetos/componentes en el canvas, de la familia Fennec.",https://www.linkedin.com/feed/update/urn:li:activity:7445878510197444608,No,Libre acceso,Herramientas de desarrollo|Diseño paramétrico,,2026-04-22,tools,"{""categoria"": ""Generación"", ""linkType"": ""website"", ""link"": ""https://lnkd.in/dUXXPbeZ"", ""imagen"": """"}"
tool_106,Geocode Earth Geometry API,herramientas,Empresa establecida,"API de geometrías (polígonos) de países, ciudades, barrios, etc., en tres niveles de detalle adaptados a analítica o UI móvil. Acceso beta bajo petición.",https://www.linkedin.com/feed/update/urn:li:activity:7445841450950373376,No,Mixto,Infraestructura de datos|Datos abiertos,,2026-04-22,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""https://lnkd.in/dzd3PtJe"", ""imagen"": """"}"
tool_107,15-Minute City Dashboard Alicante,herramientas,Herramienta nueva,"Dashboard interactivo que evalúa Alicante contra la lógica de accesibilidad a 5, 10 y 15 minutos del white paper '15-minute City Model' (Chaire ETI – IAE Paris Sorbonne).",https://www.linkedin.com/feed/update/urn:li:activity:7445872058904756224,No,Libre acceso,Movilidad y accesibilidad|Inteligencia territorial|Visualización,,2026-04-22,tools,"{""categoria"": ""Análisis"", ""linkType"": ""demo"", ""link"": ""https://www.linkedin.com/feed/update/urn:li:activity:7445872058904756224"", ""imagen"": """"}"
tool_108,asciimap,herramientas,Herramienta nueva,Cartografía tipográfica en el navegador: MapLibre GL JS + Pretext convierten tiles vectoriales en caracteres ASCII (IBM Plex Mono). Demo con posiciones de aeronaves de OpenSky.,https://www.linkedin.com/feed/update/urn:li:activity:7445353964369395712,No,Libre acceso,Visualización,,2026-04-22,tools,"{""categoria"": ""Generación"", ""linkType"": ""website"", ""link"": ""https://www.linkedin.com/feed/update/urn:li:activity:7445353964369395712"", ""imagen"": """"}"
tool_109,Centralidad Red Viaria y Transporte Público — España,herramientas,Herramienta nueva,"Cálculos de centralidad tipo space syntax para toda España, sobre grafo de red viaria y grafo de transporte público a distintas distancias. Visor QWV + datos descargables.",https://www.linkedin.com/feed/update/urn:li:activity:7445019033151700992,No,Libre acceso,Redes y grafos urbanos|Movilidad y accesibilidad|Datos abiertos,,2026-04-22,tools,"{""categoria"": ""Análisis"", ""linkType"": ""demo"", ""link"": ""https://lab.300000.eu/scp/"", ""imagen"": """"}"
tool_110,Architecture Studio (Claude Code),herramientas,Workflow,"Plugin MIT de Claude Code con 36 skills y agentes especializados para arquitectos: Site Planner (clima, inundación, sísmica, tránsito), Product & Materials, Sustainability (EPDs, EC3, LEED).",https://www.linkedin.com/feed/update/urn:li:activity:7444738249421430784,Sí,Libre acceso,Planificación IA|Análisis normativo|Herramientas de desarrollo,,2026-04-22,tools,"{""categoria"": ""Generación"", ""linkType"": ""github"", ""link"": ""https://www.linkedin.com/feed/update/urn:li:activity:7444738249421430784"", ""imagen"": """"}"
tool_111,Simulador Estratégico de Ciudad — Madrid,herramientas,Herramienta nueva,"Fase I (Visor Diagnóstico) del primer Plan Estratégico nativo digital de Madrid: 190 indicadores, 134 datasets y 37 fuentes oficiales; vista multiescalar del municipio a la parcela.",https://www.linkedin.com/feed/update/urn:li:activity:7443000459100983296,No,Libre acceso,Inteligencia territorial|Datos abiertos|Visualización,,2026-04-22,tools,"{""categoria"": ""Análisis"", ""linkType"": ""website"", ""link"": ""https://lnkd.in/eXFN3reW"", ""imagen"": """"}"
paper_0,Circular Farmland Detection with Multispectral Imagery,academico,paper,"Análisis de imágenes multiespectrales de Wyvern para detectar granjas de riego circular, dentro del #30DayMapChallenge (día 29, tema: raster).",,,,,,2026-03-17,academic,
paper_1,OpenStreetMap vs Global Building Atlas — Tutorial Python,academico,paper,Comparación visual y analítica entre las huellas de edificios de OpenStreetMap y el Global Building Atlas de Google mediante Python.,,,,,,2026-03-17,academic,
paper_2,A Comprehensive List of Satellite Indices,academico,paper,"Referencia completa de más de 15 índices derivados de imágenes satelitales: NDVI, NDBI, NDWI, SAVI y más.",,,,,,2026-03-17,academic,
paper_3,25 Must-Read Papers on GeoAI,academico,paper,Lista curada de 25 artículos académicos fundamentales sobre inteligencia artificial geoespacial (GeoAI).,,,,,,2026-03-17,academic,
paper_4,"What is GeoAI? — Free Lesson on Neural Networks, Tensors and Convolution",academico,paper,"Lección introductoria gratuita de un curso sobre GeoAI: fundamentos de redes neuronales, tensores y convolución.",,,,,,2026-03-17,academic,
paper_5,20 Geospatial Papers You Shouldn't Miss — March 2026 | Part 2,academico,paper,Selección curada de 20 papers geoespaciales recientes (marzo 2026).,,,,,,2026-03-17,academic,
paper_6,GeospatialML Blog — Caleb Robinson,academico,paper,"Blog on machine learning applied to geospatial data, with tutorials and insights from the Microsoft AI for Good team.",https://www.linkedin.com/feed/update/urn:li:activity:7439656796237045761,,,IA / Machine Learning,,2026-03-22,academic,
paper_7,Urban Green Spaces Analysis — TU München,academico,paper,Study on green spaces and climate resilience in cities using AI and digital data.,https://www.linkedin.com/feed/update/urn:li:activity:7440802505023950848,,,Simulación ambiental,,2026-03-22,academic,
paper_8,"Dockless Bikeshare User Behaviors — Ithaca, NY",academico,paper,"Study on dockless bikeshare (Lime) user behaviors in Ithaca, published in Transportation Research Part A.",https://www.linkedin.com/feed/update/urn:li:activity:7440774405145653248,,,Movilidad y accesibilidad,,2026-03-22,academic,
paper_9,Turismo y dinámica urbana — Máster Ciudades UCM,academico,paper,"Paper sobre impacto del turismo en la dinámica urbana, compartido por el Máster en Ciudades Inteligentes y Sostenibles de la UCM.",https://www.linkedin.com/feed/update/urn:li:activity:7439765103840858112,,,Inteligencia territorial,,2026-03-22,academic,
paper_10,Urban Dynamics — Jesús López-Baeza,academico,paper,Investigación sobre dinámicas urbanas utilizando datos espaciales y temporales para comprender el comportamiento de las ciudades.,https://www.linkedin.com/feed/update/urn:li:activity:7439933042305036289,,,Morfología urbana,,2026-03-22,academic,
paper_11,Open Data Guide in Singapore — NUS Urban Analytics Lab,academico,paper,"Comprehensive guide on Singapore's open data landscape, relevant for urbanism, transport, and geospatial research.",https://lnkd.in/gcnRQ24g,,,Datos abiertos,,2026-03-22,academic,
paper_12,Percolación estacional en redes de ciudades árticas — Applied Network Science,academico,paper,Estudio open access sobre cómo cambios estacionales de temperatura reconfiguran la red de servicios y accesibilidad en aglomeraciones urbanas remotas del Ártico.,https://lnkd.in/eszzCH5S,,,Redes y grafos urbanos,,2026-04-22,academic,
paper_13,Open data-based urban models — assessment for Canadian cities,academico,paper,Evaluación de la infraestructura de datos abiertos municipales en Canadá y su viabilidad para construir modelos urbanos (ODUMs). Caso aplicado: City of Winnipeg.,https://lnkd.in/gQZgtZmJ,,,Datos abiertos,,2026-04-22,academic,
paper_14,Impacto de regulaciones de uso del suelo en sistemas distribuidos de energía solar,academico,paper,"Framework integrado que conecta regulación de uso del suelo con optimización de sistemas energéticos. Caso: distrito One-North, Singapur.",https://lnkd.in/gXuWRyrU,,,Simulación ambiental,,2026-04-22,academic,
paper_15,¿La 'ciudad de 15 minutos' oculta segregación urbana? — PLOS ONE,academico,paper,"Análisis multi-escala de 81 ciudades combinando accesibilidad (POIs) y conectividad (closeness centrality) en redes urbanas, con detección de comunidades vía Infomap.",https://lnkd.in/dcCHHKVa,,,Morfología urbana,,2026-04-22,academic,
paper_16,Beyond Mapping — Location Intelligence & Site Optimisation (UK New Towns),academico,paper,"Análisis espacial de los emplazamientos preseleccionados por el UK New Towns Taskforce con lente de asequibilidad, privación (IoD25) y necesidad de vivienda social.",https://lnkd.in/dw_4kQXR,,,Inteligencia territorial,,2026-04-22,academic,
paper_17,Mapeo de barrios informales con huellas de edificios públicas,academico,paper,"Clasificación a nivel de edificio de áreas slum/no-slum a partir de métricas morfológicas derivadas de huellas públicas (tamaño, distancia a vecinos, irregularidad).",https://lnkd.in/eeN4-Vck,,,Morfología urbana,,2026-04-22,academic,
collection_0,Grasshopper plug-ins for urban designers,recursos,collection,"Selección curada de plugins de Grasshopper útiles para el análisis y diseño urbano: importación GIS, análisis de red, optimización evolutiva, simulación ambiental, simulación física, morfología y expo",https://www.instagram.com/p/DWi0oM8iFnI/,,,,,2026-04-18,recursos,"{""autor"": ""@abhinavbwj"", ""sourceLabel"": ""Instagram · @abhinavbwj""}"
collection_1,ELK,recursos,collection_item,"Pulls OpenStreetMap directly into Grasshopper. Roads, buildings, topography. Your site model in 30 seconds without drawing a single line.",https://www.food4rhino.com/en/app/elk,,,,,,recursos,"{""collection"": ""grasshopper-plugins-urban-designers""}"
collection_2,HERON,recursos,collection_item,"Shapefiles, GeoJSON, raster images, topography — all into Grasshopper. The bridge between the GIS analyst who mapped the site and the designer who shapes it.",https://www.food4rhino.com/en/app/heron,,,,,,recursos,"{""collection"": ""grasshopper-plugins-urban-designers""}"
collection_3,URBANO,recursos,collection_item,"Walkability on the network. Drops amenities, computes walking catchments, shows which blocks are served and which are stranded. The plugin that answers: can you walk to it.",https://www.food4rhino.com/en/app/urbano,,,,,,recursos,"{""collection"": ""grasshopper-plugins-urban-designers""}"
collection_4,BIOMORPHER,recursos,collection_item,Evolutionary optimization you can see. A population of designs displayed visually. You pick the ones that work. The algorithm breeds the next generation from your choices. Galapagos with eyes.,https://www.food4rhino.com/en/app/biomorpher,,,,,,recursos,"{""collection"": ""grasshopper-plugins-urban-designers""}"
collection_5,LADYBUG + HONEYBEE,recursos,collection_item,"Solar radiation, daylight autonomy, wind comfort, thermal analysis — the environmental simulation stack. Every competition panel with a sun diagram used this.",https://www.food4rhino.com/en/app/ladybug-tools,,,,,,recursos,"{""collection"": ""grasshopper-plugins-urban-designers""}"
collection_6,KANGAROO,recursos,collection_item,"Physics simulation for urban design. Relax a street grid onto terrain. Settle buildings on slopes. Find the natural paths. Not just fabric tensioning, the physics engine for site planning.",https://www.food4rhino.com/en/app/kangaroo-physics,,,,,,recursos,"{""collection"": ""grasshopper-plugins-urban-designers""}"
collection_7,PUFFERFISH,recursos,collection_item,Morphs between geometries. Tween a tower into a courtyard block across a site. Grade density from center to edge. The transition tool for parametric masterplans.,https://www.food4rhino.com/en/app/pufferfish,,,,,,recursos,"{""collection"": ""grasshopper-plugins-urban-designers""}"
collection_8,DECODINGSPACES,recursos,collection_item,"Space syntax inside Grasshopper. Integration, choice, depth, betweenness — computed on your street network without leaving the canvas. The analytical layer most urban designers skip.",https://www.food4rhino.com/en/app/decodingspaces-toolbox,,,,,,recursos,"{""collection"": ""grasshopper-plugins-urban-designers""}"
collection_9,PANCAKE,recursos,collection_item,Exports your Grasshopper model to the web. Stakeholders view and rotate the 3D masterplan in their browser. No Rhino license needed at the presentation.,https://www.food4rhino.com/en/app/pancake,,,,,,recursos,"{""collection"": ""grasshopper-plugins-urban-designers""}"
collection_10,Datasets for urban designers,recursos,collection,"Selección curada de datasets globales para análisis urbano: usos del suelo, redes, población, asentamientos, elevación, índices espaciales, radiancia nocturna e imágenes satelitales.",https://www.instagram.com/p/DW8OzTcCKVC/,,,,,2026-04-10,recursos,"{""autor"": ""@abhinavbwj"", ""sourceLabel"": ""Instagram · @abhinavbwj""}"
collection_11,COPERNICUS URBAN ATLAS,recursos,collection_item,Land use classification for 790 European cities at quarter-hectare resolution. Five levels of sealed surface density. 2006 to 2021. The dataset that knows the difference between a dense block and a lo,https://land.copernicus.eu/local/urban-atlas,,,,,,recursos,"{""collection"": ""datasets-urban-designers""}"
collection_12,OPENSTREETMAP,recursos,collection_item,"Roads, buildings, transit stops, land use, turn restrictions, surface types. Routable. Queryable. The only open global dataset where network analysis and building footprints live in the same schema.",https://www.openstreetmap.org/,,,,,,recursos,"{""collection"": ""datasets-urban-designers""}"
collection_13,WORLDPOP,recursos,collection_item,"Gridded population at 100 metres. Disaggregated by age and sex. Tells you where children under five live, where elderly over seventy live. 242 countries. Updated annually.",https://www.worldpop.org/,,,,,,recursos,"{""collection"": ""datasets-urban-designers""}"
collection_14,GHSL,recursos,collection_item,Global Human Settlement Layer. Classifies every square kilometre on earth into the same 7-tier urban-rural hierarchy. 1975 to 2030. The only dataset where Mumbai and Munich are measured the same way.,https://ghsl.jrc.ec.europa.eu/,,,,,,recursos,"{""collection"": ""datasets-urban-designers""}"
collection_15,SRTM,recursos,collection_item,"The Space Shuttle mapped 80 percent of earth in 11 days in February 2000. 30-metre elevation grid. Still the global baseline for slope analysis, watershed delineation, and viewshed computation.",https://www.earthdata.nasa.gov/data/instruments/srtm,,,,,,recursos,"{""collection"": ""datasets-urban-designers""}"
collection_16,GLOBAL URBAN FOOTPRINT,recursos,collection_item,"Built from 180,000 radar images. Detects vertical structures, walls, roofs, not spectral signatures. The only global settlement map that works under permanent cloud cover. DLR. 2011.",https://www.dlr.de/en/research-and-transfer/projects-and-missions/tandem-x/global-urban-footprint,,,,,,recursos,"{""collection"": ""datasets-urban-designers""}"
collection_17,UBER H3,recursos,collection_item,"Hexagonal spatial index. 16 resolution levels from continent down to a single building. Uniform area, uniform neighbours. The geometry that makes urban analytics composable across scales.",https://h3geo.org/,,,,,,recursos,"{""collection"": ""datasets-urban-designers""}"
collection_18,NASA BLACK MARBLE,recursos,collection_item,"Nighttime radiance at 500 metres. Every night since 2012. Economic activity, blackouts, refugee movements — visible from orbit. Atmospherically corrected. Daily or monthly composites.",https://blackmarble.gsfc.nasa.gov/,,,,,,recursos,"{""collection"": ""datasets-urban-designers""}"
collection_19,SENTINEL-2,recursos,collection_item,10-metre multispectral imagery. Every 5 days. Free. Since 2015. ESA. The satellite that made remote sensing operational for urban analysis without commercial licensing.,https://sentinels.copernicus.eu/web/sentinel/missions/sentinel-2,,,,,,recursos,"{""collection"": ""datasets-urban-designers""}"
collection_20,ALOS WORLD 3D,recursos,collection_item,"JAXA. 30-metre digital surface model from optical stereo. Captures buildings and tree canopy, not just bare earth. Complementary to SRTM where vertical structure matters.",https://www.eorc.jaxa.jp/ALOS/en/dataset/aw3d30/aw3d30_e.htm,,,,,,recursos,"{""collection"": ""datasets-urban-designers""}"
collection_21,Python libraries for urban analysis,recursos,collection,"Selección curada de librerías Python para análisis urbano: redes de calles, morfología, geometría, estadística espacial, mallas 3D, nubes de puntos, visualización y mapas interactivos.",https://www.instagram.com/p/DW6RDjziCxE/,,,,,2026-04-09,recursos,"{""autor"": ""@abhinavbwj"", ""sourceLabel"": ""Instagram · @abhinavbwj""}"
collection_22,OSMnx,recursos,collection_item,"Downloads the street network of any city on earth in one line. Nodes, edges, geometry, topology. Geoff Boeing built it so you never digitise a road again.",https://osmnx.readthedocs.io/,,,,,,recursos,"{""collection"": ""python-libraries-urban-analysis""}"
collection_23,MOMEPY,recursos,collection_item,"Six categories of morphological metrics: compactness, elongation, orientation, alignment, adjacency. Martin Fleischmann wrote the library that quantifies urban form.",http://docs.momepy.org/,,,,,,recursos,"{""collection"": ""python-libraries-urban-analysis""}"
collection_24,NETWORKX,recursos,collection_item,"Betweenness, closeness, eigenvector centrality. The graph theory library that tells you which intersection matters before anyone counts a car.",https://networkx.org/,,,,,,recursos,"{""collection"": ""python-libraries-urban-analysis""}"
collection_25,GEOPANDAS,recursos,collection_item,"Spatial joins, dissolves, overlays, choropleths. Reads shapefiles, writes GeoJSON, plots maps. The dataframe of geography — the workhorse.",https://geopandas.org/,,,,,,recursos,"{""collection"": ""python-libraries-urban-analysis""}"
collection_26,PySAL,recursos,collection_item,"Moran's I tells you if there is clustering. LISA tells you where. Spatial autocorrelation, spatial regression, cluster detection. The statistics library that treats geography as a variable.",https://pysal.org/,,,,,,recursos,"{""collection"": ""python-libraries-urban-analysis""}"
collection_27,TRIMESH,recursos,collection_item,"Loads meshes, computes cross-sections, calculates volumes and surface areas. The 3D geometry library that treats a city model as data you can slice, measure, and query.",https://trimesh.org/,,,,,,recursos,"{""collection"": ""python-libraries-urban-analysis""}"
collection_28,OPEN3D,recursos,collection_item,"Point cloud segmentation, plane detection, clustering, mesh reconstruction. Takes raw LiDAR and separates ground from buildings from trees. The bridge between a scanner and a model.",http://www.open3d.org/,,,,,,recursos,"{""collection"": ""python-libraries-urban-analysis""}"
collection_29,MATPLOTLIB,recursos,collection_item,The plotting library behind every figure-ground you have seen in a Python urbanist's feed. PatchCollection draws footprints. Polar plots draw street orientations. The renderer for spatial arguments.,https://matplotlib.org/,,,,,,recursos,"{""collection"": ""python-libraries-urban-analysis""}"
collection_30,FOLIUM,recursos,collection_item,"Interactive maps that open in a browser. Heatmaps, choropleths, marker clusters, layer toggles. The map you send to someone who does not have Python installed.",https://python-visualization.github.io/folium/,,,,,,recursos,"{""collection"": ""python-libraries-urban-analysis""}"
collection_31,SHAPELY,recursos,collection_item,"Buffer, intersection, union, difference, convex hull. The geometry engine underneath everything. If you have done spatial analysis in Python, Shapely was running whether you knew it or not.",https://shapely.readthedocs.io/,,,,,,recursos,"{""collection"": ""python-libraries-urban-analysis""}"
otros_0,DataLens — herramienta de privacidad,otros,archived_post,DataLens — herramienta de privacidad,https://www.linkedin.com/feed/update/urn:li:activity:7437799595922980866,,,,,2026-03-16,otros,"{""autor"": ""Alae Ibnou Cheikh""}"
otros_1,Playbook general Claude Skills,otros,archived_post,Playbook general Claude Skills,https://www.linkedin.com/feed/update/urn:li:activity:7435955387377451008,,,,,2026-03-16,otros,"{""autor"": ""Charly Wargnier""}"
otros_2,Curación portfolios UX/UI,otros,archived_post,Curación portfolios UX/UI,https://www.linkedin.com/feed/update/urn:li:activity:7331216016309489664,,,,,2026-03-16,otros,"{""autor"": ""Eugene Trofimov""}"
otros_3,Curación portfolios UX/UI (2),otros,archived_post,Curación portfolios UX/UI (2),https://www.linkedin.com/feed/update/urn:li:activity:7371444876602851328,,,,,2026-03-16,otros,"{""autor"": ""Eugene Trofimov""}"
otros_4,Curación portfolios UX/UI (3),otros,archived_post,Curación portfolios UX/UI (3),https://www.linkedin.com/feed/update/urn:li:activity:7376888194757197824,,,,,2026-03-16,otros,"{""autor"": ""Eugene Trofimov""}"
otros_5,Reseña 'Women Changing Cities',otros,archived_post,Reseña 'Women Changing Cities',https://www.linkedin.com/feed/update/urn:li:activity:7427167664097153025,,,,,2026-03-16,otros,"{""autor"": ""Raymond Berger""}"
otros_6,Guía principiantes Grasshopper,otros,archived_post,Guía principiantes Grasshopper,https://www.linkedin.com/feed/update/urn:li:activity:7431695184012259328,,,,,2026-03-16,otros,"{""autor"": ""Aman Agrawal""}"
otros_7,Convocatoria financiación DUT,otros,archived_post,Convocatoria financiación DUT,https://www.linkedin.com/feed/update/urn:li:activity:7371094166501675008,,,,,2026-03-16,otros,"{""autor"": ""ESMARTCITY""}"
otros_8,Taller GIS Liverpool,otros,archived_post,Taller GIS Liverpool,https://www.linkedin.com/feed/update/urn:li:activity:7391053748996861952,,,,,2026-03-16,otros,"{""autor"": ""Raul Bielsa""}"
otros_9,NYC Urban Design Handbook,otros,archived_post,NYC Urban Design Handbook,https://www.linkedin.com/feed/update/urn:li:activity:7397944454101356544,,,,,2026-03-16,otros,"{""autor"": ""Remco Deelstra""}"
otros_10,Ensayo urbanismo computacional,otros,archived_post,Ensayo urbanismo computacional,https://www.linkedin.com/feed/update/urn:li:activity:7396282211634806784,,,,,2026-03-16,otros,"{""autor"": ""MIAUTICS""}"
otros_11,Taller AI+GIS – evento,otros,archived_post,Taller AI+GIS – evento,https://www.linkedin.com/feed/update/urn:li:activity:7412895421922000896,,,,,2026-03-16,otros,"{""autor"": ""All Things Urban""}"
otros_12,Mercado laboral geoespacial,otros,archived_post,Mercado laboral geoespacial,https://www.linkedin.com/feed/update/urn:li:activity:7382047285708333056,,,,,2026-03-16,otros,"{""autor"": ""Matt Forrest""}"
otros_13,Hoja de ruta IA geoespacial,otros,archived_post,Hoja de ruta IA geoespacial,https://www.linkedin.com/feed/update/urn:li:activity:7382973289339527168,,,,,2026-03-16,otros,"{""autor"": ""Matt Forrest""}"
otros_14,Resumen de aprendizajes,otros,archived_post,Resumen de aprendizajes,https://www.linkedin.com/feed/update/urn:li:activity:7367539315158982656,,,,,2026-03-16,otros,"{""autor"": ""Pierre Blanchet""}"
otros_15,Guía system prompts IA,otros,archived_post,Guía system prompts IA,https://www.linkedin.com/feed/update/urn:li:activity:7365779832237899778,,,,,2026-03-16,otros,"{""autor"": ""Ida Benedetto""}"
otros_16,Infraestructura Denver QGIS,otros,archived_post,Infraestructura Denver QGIS,https://www.linkedin.com/feed/update/urn:li:activity:7375555448604864512,,,,,2026-03-16,otros,"{""autor"": ""Yair Titelboim""}"
otros_17,Densidad municipios España,otros,archived_post,Densidad municipios España,https://www.linkedin.com/feed/update/urn:li:activity:7371441075489681408,,,,,2026-03-16,otros,"{""autor"": ""Alejandro Quinto""}"
otros_18,Dinosaur Game + datos ciudades,otros,archived_post,Dinosaur Game + datos ciudades,https://www.linkedin.com/feed/update/urn:li:activity:7374007977181257728,,,,,2026-03-16,otros,"{""autor"": ""Alejandro Quinto""}"
otros_19,23 consejos de QGIS,otros,archived_post,23 consejos de QGIS,https://www.linkedin.com/feed/update/urn:li:activity:7378430241368678400,,,,,2026-03-16,otros,"{""autor"": ""Dario Ávila""}"
otros_20,Script Python para GH,otros,archived_post,Script Python para GH,https://www.linkedin.com/feed/update/urn:li:activity:7364364534389555201,,,,,2026-03-16,otros,"{""autor"": ""Timo Harboe Zollner""}"
otros_21,Blueprint Digital Twin,otros,archived_post,Blueprint Digital Twin,https://www.linkedin.com/feed/update/urn:li:activity:7381584829789925376,,,,,2026-03-16,otros,"{""autor"": ""Florian Huemer""}"
otros_22,UX Mobility showcase,otros,archived_post,UX Mobility showcase,https://www.linkedin.com/feed/update/urn:li:activity:7436103908927791104,,,,,2026-03-16,otros,"{""autor"": ""Milan Janosov""}"
otros_23,Recursos taller AI+GIS,otros,archived_post,Recursos taller AI+GIS,https://www.linkedin.com/feed/update/urn:li:activity:7383842646185656320,,,,,2026-03-16,otros,"{""autor"": ""All Things Urban""}"
otros_24,Foreword Cloud Native Geospatial,otros,archived_post,Foreword Cloud Native Geospatial,https://www.linkedin.com/feed/update/urn:li:activity:7379702824097718272,,,,,2026-03-16,otros,"{""autor"": ""Qiusheng Wu""}"
otros_25,Experimentación con VoxCity,otros,archived_post,Experimentación con VoxCity,https://www.linkedin.com/feed/update/urn:li:activity:7404048359755538402,,,,,2026-03-16,otros,"{""autor"": ""Hasanain Al-Asadi""}"
otros_26,Anuncio VoxCity duplicado,otros,archived_post,Anuncio VoxCity duplicado,https://www.linkedin.com/feed/update/urn:li:activity:7396014376450895872,,,,,2026-03-16,otros,"{""autor"": ""NUS Urban Analytics Lab""}"
otros_27,Repost NanoBanana Pro,otros,archived_post,Repost NanoBanana Pro,https://www.linkedin.com/feed/update/urn:li:activity:7411707709110108160,,,,,2026-03-16,otros,"{""autor"": ""Zainab Tariq""}"
otros_28,Anuncio Google Maps Places,otros,archived_post,Anuncio Google Maps Places,https://www.linkedin.com/feed/update/urn:li:activity:7378893306354692098,,,,,2026-03-16,otros,"{""autor"": ""Martin Kleppe""}"
otros_29,Post sobre urbanismo/planificación,otros,archived_post,Post sobre urbanismo/planificación,https://www.linkedin.com/feed/update/urn:li:activity:7439986626841243648,,,,,2026-03-22,otros,"{""autor"": ""Itziar Navarro""}"
otros_30,Sustainable cities news,otros,archived_post,Sustainable cities news,https://www.linkedin.com/feed/update/urn:li:activity:7440711600279490560,,,,,2026-03-22,otros,"{""autor"": ""C40 Cities Europe""}"
otros_31,Reflexión sobre IA generativa y restricción geométrica en renders,otros,archived_post,Reflexión sobre IA generativa y restricción geométrica en renders,https://www.linkedin.com/feed/update/urn:li:activity:7439567480089427968,,,,,2026-03-22,otros,"{""autor"": ""Jose Sánchez""}"
otros_32,Contribución a proyecto open source de diseño urbano,otros,archived_post,Contribución a proyecto open source de diseño urbano,https://www.linkedin.com/feed/update/urn:li:activity:7432092798130065408,,,,,2026-03-22,otros,"{""autor"": ""Nicolas Azel""}"
otros_33,Urban design principles — use of nodes,otros,archived_post,Urban design principles — use of nodes,https://www.linkedin.com/feed/update/urn:li:activity:7439937112423972864,,,,,2026-03-22,otros,"{""autor"": ""Andy Roberts""}"
otros_34,HUAI 2026 conference announcement — Neighborhood Level panel,otros,archived_post,HUAI 2026 conference announcement — Neighborhood Level panel,https://www.linkedin.com/feed/update/urn:li:activity:7440781717176549376,,,,,2026-03-22,otros,"{""autor"": ""Harvard Urban AI""}"
otros_35,Prebaked shading terrain technique in ArcGIS Pro 3D,otros,archived_post,Prebaked shading terrain technique in ArcGIS Pro 3D,https://www.linkedin.com/feed/update/urn:li:activity:7440814647378874368,,,,,2026-03-22,otros,"{""autor"": ""Peter Atwood""}"
otros_36,Reflection on urban AI tools as configurators,otros,archived_post,Reflection on urban AI tools as configurators,https://www.linkedin.com/feed/update/urn:li:activity:7440822430853447680,,,,,2026-03-22,otros,"{""autor"": ""Studio Tim Fu""}"
otros_37,Unity + Cesium experiment with 81GB 3D mesh,otros,archived_post,Unity + Cesium experiment with 81GB 3D mesh,https://www.linkedin.com/feed/update/urn:li:activity:7430861128966131712,,,,,2026-03-22,otros,"{""autor"": ""SANGHEE SHIN""}"
otros_38,Recommended QGIS plugins list,otros,archived_post,Recommended QGIS plugins list,https://www.linkedin.com/feed/update/urn:li:activity:7440310099052728320,,,,,2026-03-22,otros,"{""autor"": ""Milan Janosov""}"
otros_39,GIS/urbanism post,otros,archived_post,GIS/urbanism post,https://www.linkedin.com/feed/update/urn:li:activity:7439591490324029440,,,,,2026-03-22,otros,"{""autor"": ""Omar Alhusaini""}"
otros_40,Data visualization and Power BI,otros,archived_post,Data visualization and Power BI,https://www.linkedin.com/feed/update/urn:li:activity:7440674745941045248,,,,,2026-03-22,otros,"{""autor"": ""Jianne Libunao""}"
